capital_flow_item_time,in_flow
2022-03-31 09:30:00,-22669920.0
2022-03-31 09:31:00,-23384700.0
2022-03-31 09:32:00,-35910900.0
2022-03-31 09:33:00,-26590040.0
2022-03-31 09:34:00,-33938500.0
2022-03-31 09:35:00,-50035800.0
2022-03-31 09:36:00,-62853760.0
2022-03-31 09:37:00,-61455780.0
2022-03-31 09:38:00,-55425480.0
2022-03-31 09:39:00,-59457500.0
2022-03-31 09:40:00,-64952780.0
2022-03-31 09:41:00,-64888300.0
2022-03-31 09:42:00,-67072400.0
2022-03-31 09:43:00,-67864800.0
2022-03-31 09:44:00,-67937760.0
2022-03-31 09:45:00,-84226100.0
2022-03-31 09:46:00,-107861060.0
2022-03-31 09:47:00,-110302340.0
2022-03-31 09:48:00,-108949660.0
2022-03-31 09:49:00,-111766400.0
2022-03-31 09:50:00,-98013920.0
2022-03-31 09:51:00,-107489560.0
2022-03-31 09:52:00,-105047020.0
2022-03-31 09:53:00,-103491560.0
2022-03-31 09:54:00,-106007700.0
2022-03-31 09:55:00,-106269380.0
2022-03-31 09:56:00,-110283000.0
2022-03-31 09:57:00,-130946760.0
2022-03-31 09:58:00,-145918060.0
2022-03-31 09:59:00,-130021820.0
2022-03-31 10:00:00,-146956280.0
2022-03-31 10:01:00,-157697640.0
2022-03-31 10:02:00,-154821860.0
2022-03-31 10:03:00,-156949760.0
2022-03-31 10:04:00,-160384540.0
2022-03-31 10:05:00,-160830800.0
2022-03-31 10:06:00,-164671640.0
2022-03-31 10:07:00,-160826420.0
2022-03-31 10:08:00,-156711040.0
2022-03-31 10:09:00,-165218760.0
2022-03-31 10:10:00,-119934200.0
2022-03-31 10:11:00,-116497000.0
2022-03-31 10:12:00,-108992480.0
2022-03-31 10:13:00,-97482780.0
2022-03-31 10:14:00,-98455520.0
2022-03-31 10:15:00,-91139060.0
2022-03-31 10:16:00,-94056480.0
2022-03-31 10:17:00,-94766400.0
2022-03-31 10:18:00,-89373860.0
2022-03-31 10:19:00,-74643980.0
2022-03-31 10:20:00,-57055480.0
2022-03-31 10:21:00,-56044940.0
2022-03-31 10:22:00,-50955980.0
2022-03-31 10:23:00,-45789000.0
2022-03-31 10:24:00,-40656500.0
2022-03-31 10:25:00,-32675060.0
2022-03-31 10:26:00,-32449700.0
2022-03-31 10:27:00,-37694400.0
2022-03-31 10:28:00,-31101240.0
2022-03-31 10:29:00,-31999600.0
2022-03-31 10:30:00,-22139540.0
2022-03-31 10:31:00,-21651500.0
2022-03-31 10:32:00,-11823180.0
2022-03-31 10:33:00,-4819360.0
2022-03-31 10:34:00,2833460.0
2022-03-31 10:35:00,16858460.0
2022-03-31 10:36:00,19075180.0
2022-03-31 10:37:00,26632340.0
2022-03-31 10:38:00,22236600.0
2022-03-31 10:39:00,24342420.0
2022-03-31 10:40:00,20359980.0
2022-03-31 10:41:00,20698240.0
2022-03-31 10:42:00,22727160.0
2022-03-31 10:43:00,23215540.0
2022-03-31 10:44:00,23854320.0
2022-03-31 10:45:00,34900200.0
2022-03-31 10:46:00,33359660.0
2022-03-31 10:47:00,33323060.0
2022-03-31 10:48:00,32232880.0
2022-03-31 10:49:00,36853240.0
2022-03-31 10:50:00,38468140.0
2022-03-31 10:51:00,38806280.0
2022-03-31 10:52:00,38168180.0
2022-03-31 10:53:00,31641220.0
2022-03-31 10:54:00,20286180.0
2022-03-31 10:55:00,32009580.0
2022-03-31 10:56:00,29687340.0
2022-03-31 10:57:00,32311160.0
2022-03-31 10:58:00,32799060.0
2022-03-31 10:59:00,30663740.0
2022-03-31 11:00:00,29765000.0
2022-03-31 11:01:00,33250360.0
2022-03-31 11:02:00,29615560.0
2022-03-31 11:03:00,64621640.0
2022-03-31 11:04:00,67698160.0
2022-03-31 11:05:00,69162360.0
2022-03-31 11:06:00,70063960.0
2022-03-31 11:07:00,63795300.0
2022-03-31 11:08:00,59180700.0
2022-03-31 11:09:00,59106040.0
2022-03-31 11:10:00,55993760.0
2022-03-31 11:11:00,56444280.0
2022-03-31 11:12:00,47332680.0
2022-03-31 11:13:00,47070760.0
2022-03-31 11:14:00,49133700.0
2022-03-31 11:15:00,45427820.0
2022-03-31 11:16:00,64541840.0
2022-03-31 11:17:00,68031300.0
2022-03-31 11:18:00,72573780.0
2022-03-31 11:19:00,73437840.0
2022-03-31 11:20:00,73325560.0
2022-03-31 11:21:00,74640500.0
2022-03-31 11:22:00,75542240.0
2022-03-31 11:23:00,77157460.0
2022-03-31 11:24:00,78171680.0
2022-03-31 11:25:00,78923080.0
2022-03-31 11:26:00,79787260.0
2022-03-31 11:27:00,80914240.0
2022-03-31 11:28:00,81928620.0
2022-03-31 11:29:00,82868360.0
2022-03-31 11:30:00,83131660.0
2022-03-31 11:31:00,103451820.0
2022-03-31 11:32:00,104503680.0
2022-03-31 11:33:00,101726200.0
2022-03-31 11:34:00,79959620.0
2022-03-31 11:35:00,79809840.0
2022-03-31 11:36:00,70661960.0
2022-03-31 11:37:00,67518640.0
2022-03-31 11:38:00,63852180.0
2022-03-31 11:39:00,77709300.0
2022-03-31 11:40:00,67789760.0
2022-03-31 11:41:00,66779240.0
2022-03-31 11:42:00,66405160.0
2022-03-31 11:43:00,63899220.0
2022-03-31 11:44:00,73485480.0
2022-03-31 11:45:00,65394700.0
2022-03-31 11:46:00,82823540.0
2022-03-31 11:47:00,87178280.0
2022-03-31 11:48:00,101906220.0
2022-03-31 11:49:00,99277200.0
2022-03-31 11:50:00,99615420.0
2022-03-31 11:51:00,100066520.0
2022-03-31 11:52:00,92560960.0
2022-03-31 11:53:00,99569900.0
2022-03-31 11:54:00,99120320.0
2022-03-31 11:55:00,136676760.0
2022-03-31 11:56:00,160838600.0
2022-03-31 11:57:00,159297920.0
2022-03-31 11:58:00,159185520.0
2022-03-31 11:59:00,150326660.0
2022-03-31 13:00:00,165027420.0
2022-03-31 13:01:00,159284140.0
2022-03-31 13:02:00,156957300.0
2022-03-31 13:03:00,144130960.0
2022-03-31 13:04:00,148254040.0
2022-03-31 13:05:00,151368580.0
2022-03-31 13:06:00,148178760.0
2022-03-31 13:07:00,136741240.0
2022-03-31 13:08:00,130631100.0
2022-03-31 13:09:00,133855740.0
2022-03-31 13:10:00,139335660.0
2022-03-31 13:11:00,139260900.0
2022-03-31 13:12:00,140049880.0
2022-03-31 13:13:00,140125320.0
2022-03-31 13:14:00,139675100.0
2022-03-31 13:15:00,126165360.0
2022-03-31 13:16:00,129312220.0
2022-03-31 13:17:00,134220780.0
2022-03-31 13:18:00,135909380.0
2022-03-31 13:19:00,129497200.0
2022-03-31 13:20:00,136887780.0
2022-03-31 13:21:00,136663340.0
2022-03-31 13:22:00,133248160.0
2022-03-31 13:23:00,141881400.0
2022-03-31 13:24:00,142407500.0
2022-03-31 13:25:00,133548560.0
2022-03-31 13:26:00,134787700.0
2022-03-31 13:27:00,130848820.0
2022-03-31 13:28:00,131225140.0
2022-03-31 13:29:00,137157760.0
2022-03-31 13:30:00,124370540.0
2022-03-31 13:31:00,126170900.0
2022-03-31 13:32:00,125279600.0
2022-03-31 13:33:00,156142360.0
2022-03-31 13:34:00,156479920.0
2022-03-31 13:35:00,154719060.0
2022-03-31 13:36:00,168861040.0
2022-03-31 13:37:00,153654040.0
2022-03-31 13:38:00,151028680.0
2022-03-31 13:39:00,151291620.0
2022-03-31 13:40:00,159997040.0
2022-03-31 13:41:00,160372780.0
2022-03-31 13:42:00,159960360.0
2022-03-31 13:43:00,162664820.0
2022-03-31 13:44:00,166684800.0
2022-03-31 13:45:00,167248600.0
2022-03-31 13:46:00,167249080.0
2022-03-31 13:47:00,167362560.0
2022-03-31 13:48:00,171613280.0
2022-03-31 13:49:00,163883740.0
2022-03-31 13:50:00,163059460.0
2022-03-31 13:51:00,160998620.0
2022-03-31 13:52:00,152380620.0
2022-03-31 13:53:00,160477780.0
2022-03-31 13:54:00,183624360.0
2022-03-31 13:55:00,186324780.0
2022-03-31 13:56:00,188089400.0
2022-03-31 13:57:00,190080460.0
2022-03-31 13:58:00,183847380.0
2022-03-31 13:59:00,181146080.0
2022-03-31 14:00:00,174846360.0
2022-03-31 14:01:00,183921740.0
2022-03-31 14:02:00,206051440.0
2022-03-31 14:03:00,193397020.0
2022-03-31 14:04:00,198800220.0
2022-03-31 14:05:00,202555840.0
2022-03-31 14:06:00,231501900.0
2022-03-31 14:07:00,223745400.0
2022-03-31 14:08:00,224460480.0
2022-03-31 14:09:00,226793080.0
2022-03-31 14:10:00,225887180.0
2022-03-31 14:11:00,222160940.0
2022-03-31 14:12:00,218626740.0
2022-03-31 14:13:00,218063600.0
2022-03-31 14:14:00,216824480.0
2022-03-31 14:15:00,225919800.0
2022-03-31 14:16:00,229832340.0
2022-03-31 14:17:00,237206560.0
2022-03-31 14:18:00,231713300.0
2022-03-31 14:19:00,232089560.0
2022-03-31 14:20:00,236227800.0
2022-03-31 14:21:00,242631560.0
2022-03-31 14:22:00,239919200.0
2022-03-31 14:23:00,239505440.0
2022-03-31 14:24:00,246436900.0
2022-03-31 14:25:00,251941540.0
2022-03-31 14:26:00,254203660.0
2022-03-31 14:27:00,254769960.0
2022-03-31 14:28:00,255034600.0
2022-03-31 14:29:00,256317140.0
2022-03-31 14:30:00,253073660.0
2022-03-31 14:31:00,252244620.0
2022-03-31 14:32:00,243724580.0
2022-03-31 14:33:00,243461760.0
2022-03-31 14:34:00,242258220.0
2022-03-31 14:35:00,236652980.0
2022-03-31 14:36:00,237104680.0
2022-03-31 14:37:00,229925780.0
2022-03-31 14:38:00,237666280.0
2022-03-31 14:39:00,236013880.0
2022-03-31 14:40:00,233647900.0
2022-03-31 14:41:00,240671780.0
2022-03-31 14:42:00,232712720.0
2022-03-31 14:43:00,232262580.0
2022-03-31 14:44:00,233877800.0
2022-03-31 14:45:00,234591660.0
2022-03-31 14:46:00,250220480.0
2022-03-31 14:47:00,283663400.0
2022-03-31 14:48:00,287839600.0
2022-03-31 14:49:00,286034400.0
2022-03-31 14:50:00,285620580.0
2022-03-31 14:51:00,287315800.0
2022-03-31 14:52:00,292400260.0
2022-03-31 14:53:00,293493200.0
2022-03-31 14:54:00,289200380.0
2022-03-31 14:55:00,282274700.0
2022-03-31 14:56:00,277233760.0
2022-03-31 14:57:00,276255900.0
2022-03-31 14:58:00,311177100.0
2022-03-31 14:59:00,305032480.0
2022-03-31 15:00:00,318152000.0
2022-03-31 15:01:00,322343780.0
2022-03-31 15:02:00,318529080.0
2022-03-31 15:03:00,318756100.0
2022-03-31 15:04:00,323245520.0
2022-03-31 15:05:00,315288080.0
2022-03-31 15:06:00,310956180.0
2022-03-31 15:07:00,311144560.0
2022-03-31 15:08:00,312162660.0
2022-03-31 15:09:00,312803560.0
2022-03-31 15:10:00,316194820.0
2022-03-31 15:11:00,320794900.0
2022-03-31 15:12:00,322077740.0
2022-03-31 15:13:00,332644720.0
2022-03-31 15:14:00,334042860.0
2022-03-31 15:15:00,321397320.0
2022-03-31 15:16:00,325698520.0
2022-03-31 15:17:00,330042380.0
2022-03-31 15:18:00,332007500.0
2022-03-31 15:19:00,352840740.0
2022-03-31 15:20:00,360945900.0
2022-03-31 15:21:00,349699000.0
2022-03-31 15:22:00,350306380.0
2022-03-31 15:23:00,352957520.0
2022-03-31 15:24:00,346109260.0
2022-03-31 15:25:00,350761400.0
2022-03-31 15:26:00,331219820.0
2022-03-31 15:27:00,329293560.0
2022-03-31 15:28:00,327215800.0
2022-03-31 15:29:00,322343040.0
2022-03-31 15:30:00,314451600.0
2022-03-31 15:31:00,335375260.0
2022-03-31 15:32:00,330045520.0
2022-03-31 15:33:00,322947960.0
2022-03-31 15:34:00,338729760.0
2022-03-31 15:35:00,340998120.0
2022-03-31 15:36:00,342888280.0
2022-03-31 15:37:00,332764860.0
2022-03-31 15:38:00,335897540.0
2022-03-31 15:39:00,335369540.0
2022-03-31 15:40:00,336200760.0
2022-03-31 15:41:00,337145540.0
2022-03-31 15:42:00,337033220.0
2022-03-31 15:43:00,336128540.0
2022-03-31 15:44:00,336319020.0
2022-03-31 15:45:00,297631280.0
2022-03-31 15:46:00,287995660.0
2022-03-31 15:47:00,287771060.0
2022-03-31 15:48:00,286568180.0
2022-03-31 15:49:00,283109500.0
2022-03-31 15:50:00,301356680.0
2022-03-31 15:51:00,297858560.0
2022-03-31 15:52:00,305426500.0
2022-03-31 15:53:00,297345900.0
2022-03-31 15:54:00,294189820.0
2022-03-31 15:55:00,288516080.0
2022-03-31 15:56:00,285624360.0
2022-03-31 15:57:00,294350380.0
2022-03-31 15:58:00,333842480.0
2022-03-31 15:59:00,340693600.0
2022-03-31 16:00:00,340693600.0
2022-04-01 09:30:00,-28164540.0
2022-04-01 09:31:00,-18667100.0
2022-04-01 09:32:00,-12404040.0
2022-04-01 09:33:00,-8405220.0
2022-04-01 09:34:00,12436140.0
2022-04-01 09:35:00,188580.0
2022-04-01 09:36:00,1579080.0
2022-04-01 09:37:00,-6642660.0
2022-04-01 09:38:00,-14183380.0
2022-04-01 09:39:00,-10997240.0
2022-04-01 09:40:00,-14292100.0
2022-04-01 09:41:00,-5884340.0
2022-04-01 09:42:00,-2742240.0
2022-04-01 09:43:00,-4353600.0
2022-04-01 09:44:00,-3692580.0
2022-04-01 09:45:00,1263520.0
2022-04-01 09:46:00,-1160720.0
2022-04-01 09:47:00,-5921000.0
2022-04-01 09:48:00,3571980.0
2022-04-01 09:49:00,3829120.0
2022-04-01 09:50:00,8452920.0
2022-04-01 09:51:00,14293500.0
2022-04-01 09:52:00,13523520.0
2022-04-01 09:53:00,13417300.0
2022-04-01 09:54:00,14665360.0
2022-04-01 09:55:00,11767620.0
2022-04-01 09:56:00,25287740.0
2022-04-01 09:57:00,18647700.0
2022-04-01 09:58:00,23564060.0
2022-04-01 09:59:00,24922880.0
2022-04-01 10:00:00,27936240.0
2022-04-01 10:01:00,34228340.0
2022-04-01 10:02:00,53240720.0
2022-04-01 10:03:00,63282280.0
2022-04-01 10:04:00,50392720.0
2022-04-01 10:05:00,52533460.0
2022-04-01 10:06:00,46935640.0
2022-04-01 10:07:00,48556620.0
2022-04-01 10:08:00,52750300.0
2022-04-01 10:09:00,55402500.0
2022-04-01 10:10:00,53894240.0
2022-04-01 10:11:00,55809980.0
2022-04-01 10:12:00,62821080.0
2022-04-01 10:13:00,60127220.0
2022-04-01 10:14:00,56738520.0
2022-04-01 10:15:00,62749720.0
2022-04-01 10:16:00,60940640.0
2022-04-01 10:17:00,76565580.0
2022-04-01 10:18:00,76234000.0
2022-04-01 10:19:00,81217300.0
2022-04-01 10:20:00,65015000.0
2022-04-01 10:21:00,65273600.0
2022-04-01 10:22:00,60925380.0
2022-04-01 10:23:00,62362900.0
2022-04-01 10:24:00,66931180.0
2022-04-01 10:25:00,62034240.0
2022-04-01 10:26:00,58497080.0
2022-04-01 10:27:00,57430140.0
2022-04-01 10:28:00,55481380.0
2022-04-01 10:29:00,60116980.0
2022-04-01 10:30:00,73498600.0
2022-04-01 10:31:00,73166580.0
2022-04-01 10:32:00,69477240.0
2022-04-01 10:33:00,64392040.0
2022-04-01 10:34:00,67046080.0
2022-04-01 10:35:00,68816760.0
2022-04-01 10:36:00,71730340.0
2022-04-01 10:37:00,69001240.0
2022-04-01 10:38:00,73501200.0
2022-04-01 10:39:00,75051640.0
2022-04-01 10:40:00,74092860.0
2022-04-01 10:41:00,87279940.0
2022-04-01 10:42:00,113770680.0
2022-04-01 10:43:00,119634840.0
2022-04-01 10:44:00,106459680.0
2022-04-01 10:45:00,112507240.0
2022-04-01 10:46:00,101901820.0
2022-04-01 10:47:00,120846400.0
2022-04-01 10:48:00,127143680.0
2022-04-01 10:49:00,125217320.0
2022-04-01 10:50:00,128217820.0
2022-04-01 10:51:00,127810900.0
2022-04-01 10:52:00,128180380.0
2022-04-01 10:53:00,134878560.0
2022-04-01 10:54:00,139385800.0
2022-04-01 10:55:00,144006980.0
2022-04-01 10:56:00,142749940.0
2022-04-01 10:57:00,144229340.0
2022-04-01 10:58:00,144229440.0
2022-04-01 10:59:00,169024080.0
2022-04-01 11:00:00,182123960.0
2022-04-01 11:01:00,180863420.0
2022-04-01 11:02:00,179121420.0
2022-04-01 11:03:00,179307160.0
2022-04-01 11:04:00,177862120.0
2022-04-01 11:05:00,184763720.0
2022-04-01 11:06:00,186880380.0
2022-04-01 11:07:00,186955000.0
2022-04-01 11:08:00,188477120.0
2022-04-01 11:09:00,192638940.0
2022-04-01 11:10:00,199854820.0
2022-04-01 11:11:00,202087000.0
2022-04-01 11:12:00,205694320.0
2022-04-01 11:13:00,212019320.0
2022-04-01 11:14:00,257559340.0
2022-04-01 11:15:00,279679820.0
2022-04-01 11:16:00,291945400.0
2022-04-01 11:17:00,268416960.0
2022-04-01 11:18:00,282269060.0
2022-04-01 11:19:00,279480420.0
2022-04-01 11:20:00,285211480.0
2022-04-01 11:21:00,283613440.0
2022-04-01 11:22:00,278636700.0
2022-04-01 11:23:00,282052140.0
2022-04-01 11:24:00,280270400.0
2022-04-01 11:25:00,281421120.0
2022-04-01 11:26:00,283947360.0
2022-04-01 11:27:00,285918020.0
2022-04-01 11:28:00,282797680.0
2022-04-01 11:29:00,277678140.0
2022-04-01 11:30:00,278382380.0
2022-04-01 11:31:00,282646380.0
2022-04-01 11:32:00,293669620.0
2022-04-01 11:33:00,292556580.0
2022-04-01 11:34:00,290702420.0
2022-04-01 11:35:00,290962000.0
2022-04-01 11:36:00,292892080.0
2022-04-01 11:37:00,294265720.0
2022-04-01 11:38:00,292930220.0
2022-04-01 11:39:00,304970520.0
2022-04-01 11:40:00,306197540.0
2022-04-01 11:41:00,299951620.0
2022-04-01 11:42:00,300620160.0
2022-04-01 11:43:00,302961640.0
2022-04-01 11:44:00,302924500.0
2022-04-01 11:45:00,311778240.0
2022-04-01 11:46:00,311294960.0
2022-04-01 11:47:00,311517940.0
2022-04-01 11:48:00,315611900.0
2022-04-01 11:49:00,317472800.0
2022-04-01 11:50:00,316952300.0
2022-04-01 11:51:00,315614140.0
2022-04-01 11:52:00,315688560.0
2022-04-01 11:53:00,313308680.0
2022-04-01 11:54:00,316284840.0
2022-04-01 11:55:00,340181380.0
2022-04-01 11:56:00,338544320.0
2022-04-01 11:57:00,337132320.0
2022-04-01 11:58:00,337133880.0
2022-04-01 11:59:00,339256080.0
2022-04-01 13:00:00,333752380.0
2022-04-01 13:01:00,332120200.0
2022-04-01 13:02:00,331749340.0
2022-04-01 13:03:00,326623880.0
2022-04-01 13:04:00,337457920.0
2022-04-01 13:05:00,340319500.0
2022-04-01 13:06:00,343705840.0
2022-04-01 13:07:00,339949960.0
2022-04-01 13:08:00,339205080.0
2022-04-01 13:09:00,342257580.0
2022-04-01 13:10:00,338386500.0
2022-04-01 13:11:00,337493700.0
2022-04-01 13:12:00,341325920.0
2022-04-01 13:13:00,342480580.0
2022-04-01 13:14:00,342443460.0
2022-04-01 13:15:00,350873140.0
2022-04-01 13:16:00,351059180.0
2022-04-01 13:17:00,347899240.0
2022-04-01 13:18:00,347676580.0
2022-04-01 13:19:00,348122540.0
2022-04-01 13:20:00,348122680.0
2022-04-01 13:21:00,343036020.0
2022-04-01 13:22:00,347567100.0
2022-04-01 13:23:00,346306280.0
2022-04-01 13:24:00,342413580.0
2022-04-01 13:25:00,348863120.0
2022-04-01 13:26:00,343713900.0
2022-04-01 13:27:00,335904120.0
2022-04-01 13:28:00,331982280.0
2022-04-01 13:29:00,332019400.0
2022-04-01 13:30:00,354424640.0
2022-04-01 13:31:00,351535980.0
2022-04-01 13:32:00,351611160.0
2022-04-01 13:33:00,342436900.0
2022-04-01 13:34:00,337593780.0
2022-04-01 13:35:00,335118860.0
2022-04-01 13:36:00,334751180.0
2022-04-01 13:37:00,337854520.0
2022-04-01 13:38:00,346615440.0
2022-04-01 13:39:00,347169940.0
2022-04-01 13:40:00,347502660.0
2022-04-01 13:41:00,369830600.0
2022-04-01 13:42:00,390568520.0
2022-04-01 13:43:00,384079400.0
2022-04-01 13:44:00,379934860.0
2022-04-01 13:45:00,390111040.0
2022-04-01 13:46:00,399412540.0
2022-04-01 13:47:00,392451800.0
2022-04-01 13:48:00,430641000.0
2022-04-01 13:49:00,429125580.0
2022-04-01 13:50:00,429643340.0
2022-04-01 13:51:00,429680540.0
2022-04-01 13:52:00,429939440.0
2022-04-01 13:53:00,420293120.0
2022-04-01 13:54:00,418003060.0
2022-04-01 13:55:00,420145740.0
2022-04-01 13:56:00,445865120.0
2022-04-01 13:57:00,453313160.0
2022-04-01 13:58:00,449162660.0
2022-04-01 13:59:00,448570240.0
2022-04-01 14:00:00,448607440.0
2022-04-01 14:01:00,446719160.0
2022-04-01 14:02:00,482575060.0
2022-04-01 14:03:00,484543760.0
2022-04-01 14:04:00,485361660.0
2022-04-01 14:05:00,487368740.0
2022-04-01 14:06:00,488744500.0
2022-04-01 14:07:00,483058360.0
2022-04-01 14:08:00,490418480.0
2022-04-01 14:09:00,492389140.0
2022-04-01 14:10:00,490530240.0
2022-04-01 14:11:00,490716220.0
2022-04-01 14:12:00,489081480.0
2022-04-01 14:13:00,489861560.0
2022-04-01 14:14:00,498037700.0
2022-04-01 14:15:00,494433280.0
2022-04-01 14:16:00,502272780.0
2022-04-01 14:17:00,499820260.0
2022-04-01 14:18:00,519127300.0
2022-04-01 14:19:00,511536400.0
2022-04-01 14:20:00,510979040.0
2022-04-01 14:21:00,532364020.0
2022-04-01 14:22:00,533111700.0
2022-04-01 14:23:00,530988280.0
2022-04-01 14:24:00,545750280.0
2022-04-01 14:25:00,582733340.0
2022-04-01 14:26:00,582882800.0
2022-04-01 14:27:00,600840520.0
2022-04-01 14:28:00,594378980.0
2022-04-01 14:29:00,590425260.0
2022-04-01 14:30:00,625522700.0
2022-04-01 14:31:00,616071060.0
2022-04-01 14:32:00,614314100.0
2022-04-01 14:33:00,611891260.0
2022-04-01 14:34:00,613346140.0
2022-04-01 14:35:00,615878760.0
2022-04-01 14:36:00,622861160.0
2022-04-01 14:37:00,620806540.0
2022-04-01 14:38:00,618005780.0
2022-04-01 14:39:00,616025780.0
2022-04-01 14:40:00,610198260.0
2022-04-01 14:41:00,614270940.0
2022-04-01 14:42:00,676037620.0
2022-04-01 14:43:00,669498540.0
2022-04-01 14:44:00,665392060.0
2022-04-01 14:45:00,667151780.0
2022-04-01 14:46:00,672544160.0
2022-04-01 14:47:00,684657460.0
2022-04-01 14:48:00,687890120.0
2022-04-01 14:49:00,682565640.0
2022-04-01 14:50:00,684329080.0
2022-04-01 14:51:00,696841260.0
2022-04-01 14:52:00,704816420.0
2022-04-01 14:53:00,706205560.0
2022-04-01 14:54:00,695661880.0
2022-04-01 14:55:00,696785940.0
2022-04-01 14:56:00,699558120.0
2022-04-01 14:57:00,692293020.0
2022-04-01 14:58:00,691844480.0
2022-04-01 14:59:00,686682080.0
2022-04-01 15:00:00,677304960.0
2022-04-01 15:01:00,676407860.0
2022-04-01 15:02:00,674464660.0
2022-04-01 15:03:00,674651740.0
2022-04-01 15:04:00,677044340.0
2022-04-01 15:05:00,679823380.0
2022-04-01 15:06:00,682032100.0
2022-04-01 15:07:00,680237060.0
2022-04-01 15:08:00,680237240.0
2022-04-01 15:09:00,682295000.0
2022-04-01 15:10:00,682706900.0
2022-04-01 15:11:00,678366140.0
2022-04-01 15:12:00,675033920.0
2022-04-01 15:13:00,675483400.0
2022-04-01 15:14:00,688374340.0
2022-04-01 15:15:00,682005800.0
2022-04-01 15:16:00,692094380.0
2022-04-01 15:17:00,687815280.0
2022-04-01 15:18:00,685152220.0
2022-04-01 15:19:00,684552820.0
2022-04-01 15:20:00,696788620.0
2022-04-01 15:21:00,687851760.0
2022-04-01 15:22:00,687401500.0
2022-04-01 15:23:00,688641880.0
2022-04-01 15:24:00,671930520.0
2022-04-01 15:25:00,671067920.0
2022-04-01 15:26:00,660785260.0
2022-04-01 15:27:00,662961860.0
2022-04-01 15:28:00,660748340.0
2022-04-01 15:29:00,650656740.0
2022-04-01 15:30:00,641849360.0
2022-04-01 15:31:00,647173620.0
2022-04-01 15:32:00,640429980.0
2022-04-01 15:33:00,633097140.0
2022-04-01 15:34:00,639534040.0
2022-04-01 15:35:00,635754880.0
2022-04-01 15:36:00,631638960.0
2022-04-01 15:37:00,620680880.0
2022-04-01 15:38:00,618511860.0
2022-04-01 15:39:00,620645640.0
2022-04-01 15:40:00,611933020.0
2022-04-01 15:41:00,610849040.0
2022-04-01 15:42:00,609914940.0
2022-04-01 15:43:00,615002440.0
2022-04-01 15:44:00,637697460.0
2022-04-01 15:45:00,634701040.0
2022-04-01 15:46:00,626718400.0
2022-04-01 15:47:00,631890100.0
2022-04-01 15:48:00,634216820.0
2022-04-01 15:49:00,652742780.0
2022-04-01 15:50:00,693481920.0
2022-04-01 15:51:00,700324580.0
2022-04-01 15:52:00,700246180.0
2022-04-01 15:53:00,726032280.0
2022-04-01 15:54:00,737936560.0
2022-04-01 15:55:00,734281620.0
2022-04-01 15:56:00,773992240.0
2022-04-01 15:57:00,819957520.0
2022-04-01 15:58:00,774622580.0
2022-04-01 15:59:00,803492960.0
2022-04-01 16:00:00,803492960.0
